user,instance_id,displayed_text,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)"," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)",frame:::Other,"frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",frame:::Not Relevant to the U.S. Economy,"frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)","frame:::Personal (e.g., discusses household expenditures and personal debts)","macro_indicator:::Job Numbers (e.g., jobs, unemployment)",macro_indicator:::Confidence,macro_indicator:::Other,"macro_indicator:::Macroeconomy (e.g., GDP)","macro_indicator:::Prices (e.g., CPI, PPI)","macro_indicator:::Wages (e.g., minimum wage, average wage)","macro_indicator:::Energy Prices (eg., oil, gas)",macro_indicator:::Currency Values,macro_indicator:::Not Relevant to the U.S. Economy,macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',macro_indicator:::Retail Sales,"macro_indicator:::Interest Rates (e.g., Fed, Mortgage)","macro_indicator:::Housing (e.g., Start, Sales, Pricing)","macro_indicator:::Market Numbers (e.g., any financial market)","spin:::Negative (e.g., prices skyrocketed)","spin:::Positive (e.g., inflation dropped)",spin:::Not Relevant to the U.S. Economy,spin:::Not general type 'Macroeconomic / General Economic Conditions',"spin:::Neutral (e.g., GDP was worth X US dollars)",spin:::Unknown,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions
666389de727f1ac4cc5717de,19687_4,"Many employers post their cultural values on the wall but fail to make them explicit to job applicants, says S. Chris Edmonds, author of “The Culture Engine.” This can easily lead to misfires. <span>Some 7% of</span> workers ages 24 to 36 say they dislike their employer’s culture so much that they intend to quit their jobs in the next two years, according to a 2019 survey by Deloitte of 13,416 millennial employees. More young workers are holding employers accountable for their values, and insisting that their companies stand for something, Mr. Edmonds says.",,,,,,,,0,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,
666389de727f1ac4cc5717de,45383_13,"They spoke Mandarin and Hindi and Japanese and Turkish, code-switching to English to answer questions from The Post. According to 2017 estimates from the American Community Survey, Palo Alto is 75.8 percent white, 31.3 percent Asian, <span>and 1.2 percent</span> black, a similar demographic breakdown to most tech companies. Practical information about the Old Palo Alto Halloween event spreads by word of mouth, social media and private messaging apps.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,8238_55,"After stripping out food and fuel prices, which are volatile, the core price index was up 5.7 percent over the past year, a moderation from 6 percent in November. On a monthly basis, that core measure picked up, though: It climbed <span>by 0.3 percent</span> compared with November, in line with expectations but quicker than the previous reading. That suggests inflation has some underlying staying power.",,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,
666389de727f1ac4cc5717de,43854_2,"As floodwaters finally retreat, officials must contend with tens of thousands unable to return to their homes  Sept. 17, 2017 3:11 pm ET  HOUSTON—Lillian Godfrey has been sleeping on an air mattress on the floor of her friend’s shuttered night club, alongside her daughter and two pool tables, ever since floodwaters swept into her home here last month. Ms. Godfrey,<span> 74 years</span> old, has a federal voucher for a hotel, but hasn’t had any luck finding a room nearby. Her daughter’s cars were lost in the flooding.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666389de727f1ac4cc5717de,Economic-Article-Quant-Annotation-instructions1_example.html,instructions1_example,,,,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666389de727f1ac4cc5717de,40013_4,"Exacerbating the pain in many countries is a strengthening dollar. The WSJ Dollar Index, a measure of the dollar compared with a basket <span>of 16 major</span> currencies, has strengthened 6% since February. In Europe, dollar strength against the euro has helped make crude today about 30% more expensive than when oil was at a low in February.",,,,,,,,0,,,,,,,,,,,9,,,,,,,1,,,,,,,,,,,,,
666389de727f1ac4cc5717de,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666389de727f1ac4cc5717de,88260_0,"So it goes in Fedland. We've <span>seen 23 Fed</span> press conferences and the Fed has raised interest rates a quarter percentage point. (Yes, that averages out to about one basis point per press conference.)",,,,,,,,0,,,,,,,,,,,,,,,8,,,,,,,2,,,,,,,,,
666389de727f1ac4cc5717de,31861_18,You can read Aaron’s full analysis here. The latest: Still no call in a tight Texas congressional raceReturn to menu The congressional primary runoff in South Texas pitting Rep. Henry Cuellar against immigration lawyer Jessica Cisneros remains uncalled Wednesday morning with <span>only 175 votes</span> separating the two Democratic contenders and ballots remaining to be tallied. The lack of a call by the Associated Press did not deter Cuellar from issuing a statement claiming victory early Wednesday morning.,,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,19687_5,"Many employers post their cultural values on the wall but fail to make them explicit to job applicants, says S. Chris Edmonds, author of “The Culture Engine.” This can easily lead to misfires. Some 7% of workers <span>ages 24 to</span> 36 say they dislike their employer’s culture so much that they intend to quit their jobs in the next two years, according to a 2019 survey by Deloitte of 13,416 millennial employees. More young workers are holding employers accountable for their values, and insisting that their companies stand for something, Mr. Edmonds says.",,,,,,,,0,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,
666389de727f1ac4cc5717de,66212_31,"This is likely to give Mr. Trump’s track record a boost early on in the night. A poll this month by Emerson College showed Mr. Budd with 43% support, Mr. McCrory at 16% and Walker <span>at 12%.</span> Can Madison Cawthorn Fight off Challengers?",,,,,,5,,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,
666389de727f1ac4cc5717de,31861_13,"This is a recent former statewide officeholder — one whose 2014 outsider Senate campaign was viewed as something of a model for the party. … While Perdue’s failed comeback is surely among the worst in recent history, losing such a bid is hardly without precedent.Just earlier this month, former North Carolina governor Pat McCrory (R) attempted one in the state’s open Senate race after losing reelection <span>in 2016.</span> He lost to Rep. Ted Budd (R-N.C.) by more than 30 points, taking 25 percent of the vote.In Nevada, former senator Dean Heller (R), who lost reelection in 2018, is running for governor.",,,,,,,,,6,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,42242_10,"This helps explain why median sales prices have fallen by only about 7 percent, from a June high of $413,800 to $384,800 in September — and were still up year-over-year. Of course, <span>that 7 percent</span> decline might be a good deal if interest rates fall back to where they were fairly quickly. Home buyers could suffer a high payment for a couple of years, and then refinance into something more affordable — and sellers could avoid taking a hit to their personal wealth.",,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,
666389de727f1ac4cc5717de,29585_3,"Despite the nostalgic halo around home cooking, we have always seen mealtime mostly as a hurdle to clear, not as a cherished tradition. “Americans know the value of time too well to waste it at the table,” noted a visitor from England in a travel journal—<span>in 1794.</span> One invention after another has been designed to make feeding ourselves faster and easier, from the automated mill to frozen food, the drive-through to the microwave.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,19687_6,"Many employers post their cultural values on the wall but fail to make them explicit to job applicants, says S. Chris Edmonds, author of “The Culture Engine.” This can easily lead to misfires. Some 7% of workers ages 24 to<span> 36 say</span> they dislike their employer’s culture so much that they intend to quit their jobs in the next two years, according to a 2019 survey by Deloitte of 13,416 millennial employees. More young workers are holding employers accountable for their values, and insisting that their companies stand for something, Mr. Edmonds says.",,,,,,,,0,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,
666389de727f1ac4cc5717de,86825_18,"Dr. Walensky said providing booster shots to health care workers and others who risk contracting the disease on the job would “best serve the nation’s public health needs.” SEOUL — South Korea reported its highest number of new coronavirus infections for a single day on Friday, soon after a long holiday weekend. The Korea Disease Control and Prevention Agency reported 2,434 new infections, surpassing the previous record <span>of 2,221 infectionsset</span> last month. At a briefing on Friday, health officials said the spike was partly because of the Chuseok holiday, when many people traveled across the country and spent time with friends and family.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,
666389de727f1ac4cc5717de,13915_1,"U.S. markets wrapped up one of their messiest-ever weeks Friday, recording their worst finish since the 2008 financial crisis. The Standard & Poor’<span>s 500 tumbled</span> 15 percent from where it began Monday, with stocks wrenched all week in hourly spasms as investors tried to fathom where the coronavirus will eventually leave the U.S. economy. The craziness ran right up to the closing bell, with the S&P and the Dow Jones industrial average plunging more than 3 percent minutes after the World Health Organization warned that global health systems were “collapsing” under the strain of the pandemic.",,,,,,,,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
666389de727f1ac4cc5717de,Economic-Article-Quant-Annotation-confirm.html,confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions
666389de727f1ac4cc5717de,42242_1,"What is insulting about offering people the market price for their house? Homeowners are presumably aware that mortgage rates have spiked, thanks to the Federal Reserve Board’s aggressive policy, <span>topping 7 percent</span> in the latest report from Freddie Mac. And because owners already have homes and mortgages, they are also aware that when rates are higher, people cannot afford to pay as much for houses.",,,,,,,,0,,,,,,,,,,,,,,,8,,,,,,,2,,,,,,,,,
666389de727f1ac4cc5717de,74250_10,"Traders drove down the spread between French and German government bonds, which had widened during the presidential campaign. The 10-year French bond yielded 0.76% in early trading Monday, a spread <span>of 0.42 percentage</span> point above benchmark German debt. The spread was 0.64 percentage point on Friday.",,,,,,,,0,,,,,,,,,,,,,,,8,,,,,,,2,,,,,,,,,
666389de727f1ac4cc5717de,74250_28,"“The most important thing is that it shows the polls are reliable, and that should increase the confidence in the second round results,” said Anais Boussie, economist at Credit Suisse. “You should see Le Pen defeated by around 20 or<span> 30 points</span>—with Brexit and Trump you had a gap of more like five points,” she added. France’s latest economic data has exceeded expectations, with business surveys hinting at the fastest expansion in nearly six years.",,,,,,,,0,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,
666389de727f1ac4cc5717de,39573_38,"“He is twisting the narrative to suggest that the sanctions are causing the pain and price inflation for food across the globe, rather than acknowledging that the entire food crisis related to the conflict is his making,” Mr. Siegle said. Reporting from Kyiv, Ukraine Electrical workers installing a new electricity pole near the village of Kukhari, <span>about 58 miles</span> northwest of Kyiv. Homes in smaller villages that were occupied by Russian forces and then retaken have received aid much more slowly than big towns.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,43854_0,"As floodwaters finally retreat, officials must contend with tens of thousands unable to return to their homes  Sept.<span> 17,</span> 2017 3:11 pm ET  HOUSTON—Lillian Godfrey has been sleeping on an air mattress on the floor of her friend’s shuttered night club, alongside her daughter and two pool tables, ever since floodwaters swept into her home here last month. Ms. Godfrey, 74 years old, has a federal voucher for a hotel, but hasn’t had any luck finding a room nearby.",,,,,,5,,,,,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,
666389de727f1ac4cc5717de,42242_2,"Since then, rates have followed a long downward trend. Prices responded with a corresponding upward trend — albeit with some brutal interruptions, most notably, the collapse of the housing bubble <span>after 2006.</span> During the financial crisis, however, the Fed stepped in with more easy money, and by 2022 most homeowners were sitting on a nice chunk of equity.",,,,,,,,0,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,
